StartCycle	ChannelID	MemoryReads	MemoryWrites	MemoryReadBandwidth	MemoryWriteBandwidth	PIMReads	PIMReadBandwidth	
0	30	30784	0	30784000000	0	0	0	
1000	30	30720	32768	30720000000	32768000000	0	0	
2000	30	4544	32256	4544000000	32256000000	0	0	
3000	30	0	512	0	512000000	0	0	
4000	30	27840	0	27840000000	0	0	0	
5000	30	31040	0	31040000000	0	0	0	
6000	30	27648	0	27648000000	0	0	0	
7000	30	31424	0	31424000000	0	0	0	
8000	30	31872	0	31872000000	0	0	0	
9000	30	31040	0	31040000000	0	0	0	
10000	30	31936	0	31936000000	0	0	0	
11000	30	31488	0	31488000000	0	0	0	
12000	30	31808	0	31808000000	0	0	0	
13000	30	31424	0	31424000000	0	0	0	
14000	30	31872	0	31872000000	0	0	0	
15000	30	31296	0	31296000000	0	0	0	
16000	30	31872	0	31872000000	0	0	0	
17000	30	31488	0	31488000000	0	0	0	
18000	30	31936	0	31936000000	0	0	0	
19000	30	31360	0	31360000000	0	0	0	
20000	30	32000	0	32000000000	0	0	0	
21000	30	31360	0	31360000000	0	0	0	
22000	30	32000	0	32000000000	0	0	0	
23000	30	31424	0	31424000000	0	0	0	
24000	30	31872	0	31872000000	0	0	0	
25000	30	31488	0	31488000000	0	0	0	
26000	30	31936	1024	31936000000	1024000000	0	0	
27000	30	31232	0	31232000000	0	0	0	
28000	30	31872	0	31872000000	0	0	0	
29000	30	31488	0	31488000000	0	0	0	
30000	30	32000	0	32000000000	0	0	0	
31000	30	5952	0	5952000000	0	0	0	
32000	30	0	0	0	0	0	0	
33000	30	0	0	0	0	0	0	
34000	30	0	0	0	0	0	0	
35000	30	0	0	0	0	0	0	
